"title","titleExt.es","titleExt.pt","languages.English","languages.Japanese","languages.Portuguese (Brazil)","languages.Spanish (Latin Am)","languages.Chinese (Mandarin, PRC)","maturity.bra","maturity.ca","maturity.irl","maturity.mex","maturity.usa","maturity.chl","maturity.per","maturity.col","maturity.aus","maturity.nzl","genres","studios","showUrl","showSlug","productionYear","releaseYear","quality","ratingUsTvMpaa","ratingPairs","venueId","versions","videoTypes","relevancy","id","synopsis.long","synopsis.medium","synopsis.short","synopsisExt.de.long","synopsisExt.de.medium","synopsisExt.de.short","synopsisExt.en.long","synopsisExt.en.medium","synopsisExt.en.short","synopsisExt.es.long","synopsisExt.es.medium","synopsisExt.es.short","synopsisExt.fr.long","synopsisExt.fr.medium","synopsisExt.fr.short","synopsisExt.pt.long","synopsisExt.pt.medium","synopsisExt.pt.short","synopsisExt.ru.long","synopsisExt.ru.medium","synopsisExt.ru.short","type"
"FLCL","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Sci Fi"",""Drama"",""Romance""]","[""Production IG""]","/shows/flcl/","flcl",2000,2000,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""zw-movies|15"",""OFLC|PG"",""FVLB|PG""]",29941,"[""Uncut""]","[""episode""]",1,"FLC","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"FLOW","","","-","true","-","-","-",false,false,false,false,false,false,false,false,false,false,"[""Live-Action""]","[]","/shows/flow/","flow",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CRRBR|A14"",""CBSC|14"",""RTE|PS"",""RTC|B15"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|G"",""FVLB|G""]",1251450,"[""Simulcast""]","[""special""]",1,"FLO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Fafner","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Production IG""]","/shows/fafner/","fafner",2004,2004,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",37879,"[""Uncut""]","[""episode"",""movie""]",1,"FAF","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Fairy Tail","Fairy Tail","Fairy Tail","true","true","-","-","-",false,,,false,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""Kodansha""]","/shows/fairy-tail/","fairy-tail",2009,2009,"{""quality"":""HD"",""height"":1080}","TV14","[""CRRBR|A14"",""TV-US|TV-14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",24351,"[""Uncut"",""Simulcast""]","[""episode"",""movie""]",1,"FTL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Fairy gone","","","true","true","-","-","-",false,false,false,false,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Toho""]","/shows/fairy-gone/","fairy-gone",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",847428,"[""Uncut"",""Simulcast""]","[""episode""]",1,"FRG","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Show"
"Fantasia Sango - Realm of Legends","Fantasia Sango - Realm of Legends","Fantasia Sango - Realm of Legends","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Fantasy""]","[""Nada Holdings""]","/shows/fantasia-sango-realm-of-legends/","fantasia-sango-realm-of-legends",2022,2022,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034801,"[""Simulcast""]","[""episode""]",1,"FRL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Fantastic Detective Labyrinth","","","-","true","-","-","-",,,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Right Stuf, Inc""]","/shows/fantastic-detective-labyrinth/","fantastic-detective-labyrinth",2007,2007,"{""quality"":""HD"",""height"":1080}","TVPG","[""TV-US|TV-PG""]",1058865,"[""Uncut""]","[""episode""]",1,"FDL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Fate/Grand Order - First Order -","Fate/Grand Order - First Order -","Fate/Grand Order - First Order -","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Aniplex""]","/shows/fategrand-order-first-order-/","fategrand-order-first-order-",2016,2016,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",956459,"[""Uncut""]","[""movie""]",1,"FGF","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Fate/Grand Order -MOONLIGHT/LOSTROOM-","","","-","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Aniplex""]","/shows/fategrand-order-moonlightlostroom-/","fategrand-order-moonlightlostroom-",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",1018013,"[""Simulcast""]","[""episode""]",1,"FML","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Fate/Grand Order Absolute Demonic Front: Babylonia","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Aniplex""]","/shows/fategrand-order-absolute-demonic-front-babylonia/","fategrand-order-absolute-demonic-front-babylonia",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",929777,"[""Simulcast""]","[""episode""]",1,"FGO","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Show"
"Fate/Grand Order Final Singularity Grand Temple of Time: Solomon","Fate/Grand Order Final Singularity Grand Temple of Time: Solomon","Fate/Grand Order Final Singularity Grand Temple of Time: Solomon","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Aniplex""]","/shows/fategrand-order-final-singularity-grand-temple-of-time-solomon/","fategrand-order-final-singularity-grand-temple-of-time-solomon",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4107549,"[""Simulcast""]","[""movie""]",1,"FGS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Fate/Zero","Fate/Zero","Fate/Zero","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Peppermint""]","/shows/fatezero/","fatezero",2011,2011,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",946159,"[""Uncut""]","[""episode""]",1,"FZO","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","Sí","Sí","Sí","Show"
"Fate/stay night [Unlimited Blade Works]","Fate/stay night [Unlimited Blade Works]","Fate/stay night [Unlimited Blade Works]","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Aniplex""]","/shows/fatestay-night-unlimited-blade-works/","fatestay-night-unlimited-blade-works",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",949152,"[""Uncut""]","[""episode""]",1,"FSN","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Show"
"Fire Force","Fire Force","Fire Force","true","true","true","true","-",false,false,false,false,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Kodansha""]","/shows/fire-force/","fire-force",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",883775,"[""Uncut"",""Simulcast""]","[""episode""]",1,"FRF","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","-","-","Sí","Sí","Sí","Sí","Show"
"First Love Monster","First Love Monster","First Love Monster","true","true","-","-","-",false,false,false,false,false,false,false,false,false,false,"[""Comedy"",""Romance""]","[""King Record, Co. LTD.""]","/shows/first-love-monster/","first-love-monster",2016,2016,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|15"",""CRRBR|A14"",""RTC|B15"",""OFLC|PG"",""FVLB|PG""]",138143,"[""Uncut"",""Simulcast""]","[""episode""]",1,"FLM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Fractale","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Fuji Creative""]","/shows/fractale/","fractale",2011,2011,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",39260,"[""Simulcast"",""Uncut""]","[""episode""]",1,"FRA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Free!","Free!","Free!","true","true","-","-","-",false,false,false,false,false,,,,,,"[""Drama"",""Fan Service""]","[""Peppermint""]","/shows/free/","free",2013,2013,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",42685,"[""Uncut"",""Simulcast""]","[""episode"",""ova"",""special"",""movie""]",1,"FEE","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Freezing","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Action/Adventure"",""Fan Service""]","[""Media Factory""]","/shows/freezing/","freezing",2011,2011,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|R18+"",""FVLB|R16""]",36098,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,"FRE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Fruits Basket","Fruits Basket","Fruits Basket","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Shoujo"",""Slice of Life"",""Comedy"",""Drama"",""Fantasy""]","[""TV Tokyo""]","/shows/fruits-basket/","fruits-basket",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",825013,"[""Simulcast"",""Uncut""]","[""episode""]",1,"FSB","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Fruits Basket (2001)","Fruits Basket (2001)","Fruits Basket (original)","true","true","-","-","-",false,,,false,,,,,false,false,"[""Comedy"",""Shoujo""]","[""TV Tokyo Medianet Inc.""]","/shows/fruits-basket-2001/","fruits-basket-2001",2001,2001,"{""quality"":""HD"",""height"":1080}",,"[""RTC|B"",""CRRBR|A12"",""OFLC|PG"",""FVLB|PG""]",59272,"[""Uncut""]","[""episode""]",1,"FBK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!","Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!","Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Fantasy""]","[""Animoon""]","/shows/full-dive-this-ultimate-next-gen-full-dive-rpg-is-even-shittier-than-real-life/","full-dive-this-ultimate-next-gen-full-dive-rpg-is-even-shittier-than-real-life",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1398893,"[""Simulcast"",""Uncut""]","[""episode""]",1,"UER","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Full Metal Panic!","Full Metal Panic!","Full Metal Panic!","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]","/shows/full-metal-panic/","full-metal-panic",2002,2002,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",22327,"[""Uncut"",""Simulcast""]","[""episode""]",1,"FMP","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Full Metal Panic? Fumoffu","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]","/shows/full-metal-panic-fumoffu/","full-metal-panic-fumoffu",2003,2003,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|M"",""FVLB|M""]",30750,"[""Uncut""]","[""episode""]",1,"FMF","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Fullmetal Alchemist: Brotherhood","Fullmetal Alchemist: Brotherhood","Fullmetal Alchemist: Brotherhood","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Drama"",""Fantasy"",""Shounen""]","[""Aniplex Inc""]","/shows/fullmetal-alchemist-brotherhood/","fullmetal-alchemist-brotherhood",2009,2009,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",29716,"[""Uncut""]","[""episode"",""movie""]",1,"FMB","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Futsal Boys!!!!!","Futsal Boys!!!!!","Futsal Boys!!!!!","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Slice of Life""]","[""Bandai""]","/shows/futsal-boys/","futsal-boys",2022,2022,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034185,"[""Simulcast""]","[""episode""]",1,"FUT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Fuuka","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Drama"",""Romance""]","[""Dentsu Tec""]","/shows/fuuka/","fuuka",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",261759,"[""Simulcast"",""Uncut""]","[""episode""]",1,"FUK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"GANGSTA.","Gangsta","Gangsta","true","true","-","-","-",false,false,false,false,false,,,,true,,"[""Action/Adventure"",""Drama""]","[""Bandai Visual Company""]","/shows/gangsta/","gangsta",2015,2015,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|R16""]",18469,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,"GNG","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"GANTZ","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[]","[]","/shows/gantz/","gantz",2004,2004,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""CRRBR|A14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",132080,"[""Uncut""]","[""episode"",""movie""]",1,"GNT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"GARO -VANISHING LINE-","Garo: Vanishing Line","GARO -VANISHING LINE-","true","true","-","-","-",false,true,true,false,true,false,false,false,true,true,"[""Action/Adventure""]","[""TFC""]","/shows/garo-vanishing-line-/","garo-vanishing-line-",2017,2017,"{""quality"":""HD"",""height"":1080}","TVMA","[""CRRBR|A16"",""CBSC|18"",""RTE|MA"",""RTC|C"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",527548,"[""Simulcast"",""Uncut""]","[""episode""]",1,"GVL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"GARO: CRIMSON MOON","GARO: CRIMSON MOON","GARO: CRIMSON MOON","true","true","-","-","-",false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""Tohokushinsha Film Corporation""]","/shows/garo-crimson-moon/","garo-crimson-moon",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",91655,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,"GCM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"GOBLIN SLAYER","","","true","true","-","-","-",,true,true,,true,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Anime Ltd""]","/shows/goblin-slayer/","goblin-slayer",2018,2018,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",595626,"[""Uncut"",""Simulcast""]","[""episode"",""movie""]",1,"GSR","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Show"
"GOD MARS","","","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""TMS""]","/shows/god-mars/","god-mars",1981,1981,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1691532,"[""Uncut""]","[""episode""]",1,"GMA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"GOD MAZINGER","","","-","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Sci Fi""]","[""TMS Entertainment""]","/shows/god-mazinger-2/","god-mazinger-2",1984,1984,"{""quality"":""HD"",""height"":1080}","TVPG","[""NCS|PG"",""OFLC|PG"",""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|PG""]",1471841,"[""Uncut""]","[""episode""]",1,"GAZ","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Ga-Rei-Zero","Ga-Rei-Zero","Ga-Rei-Zero","true","true","-","-","-",false,true,true,false,true,false,false,false,true,,"[""Action/Adventure"",""Drama""]","[""Kadokawa Pictures""]","/shows/ga-rei-zero/","ga-rei-zero",2008,2008,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",37933,"[""Uncut""]","[""episode""]",1,"GAI","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Gad Guard","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]","/shows/gad-guard/","gad-guard",2003,2003,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG""]",75291,"[""Uncut""]","[""episode""]",1,"GAD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Gakuen Alice","","","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Comedy""]","[""Right Stuf""]","/shows/gakuen-alice/","gakuen-alice",2004,2004,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1686708,"[""Uncut""]","[""episode""]",1,"GAA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Gal & Dino","Gal & Dino","Gal & Dino","true","true","-","-","-",false,false,false,false,false,false,false,false,false,true,"[""Comedy"",""Slice of Life""]","[""King Records""]","/shows/gal-dino/","gal-dino",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1072804,"[""Simulcast""]","[""episode""]",1,"GDO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Galaxy Angel","","","true","true","-","-","-",,,,,false,,,,,,"[""Comedy"",""Action/Adventure""]","[""Right Stuf, Inc""]","/shows/galaxy-angel/","galaxy-angel",2001,2001,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14""]",1058873,"[""Uncut""]","[""episode"",""ova""]",1,"GXA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Gamers!","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy"",""Romance"",""Slice of Life""]","[""NBC Universal""]","/shows/gamers/","gamers",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",500063,"[""Simulcast"",""Uncut""]","[""episode""]",1,"GMS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Gekidol","Gekidol","Gekidol","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Sci Fi"",""Drama""]","[""Happinet""]","/shows/gekidol/","gekidol",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1317203,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,"GKD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Genocidal Organ","","","true","true","-","-","-",,,,,,,,,,,"[""Action/Adventure"",""Psychological"",""Sci Fi""]","[""Fuji Creative""]","/shows/genocidal-organ/","genocidal-organ",2017,2017,"{""quality"":""HD"",""height"":1080}",,"[]",516546,"[""Uncut""]","[""movie""]",1,"GOR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
