title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,id,type
Attack on Titan,Attack on Titan,Attack on Titan,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Shounen""]","[""Kodansha""]",/shows/attack-on-titan/,attack-on-titan,2013,2013,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""DJCTQ|16""]",17847,"[""Uncut"",""Simulcast""]","[""episode"",""movie"",""ova""]",1,AOT,Show
Attack on Titan The Movie,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure"",""Horror""]","[""Toho Co Ltd""]",/shows/attack-on-titan-the-movie/,attack-on-titan-the-movie,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|R15""]",205232,"[""Uncut""]","[""movie""]",1,ATM,Show
Attack on Titan: Junior High,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,Sí,Sí,Sí,-,-,-,,false,false,,false,,,,,,"[""Comedy""]","[""Anime Ltd""]",/shows/attack-on-titan-junior-high/,attack-on-titan-junior-high,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|15""]",83955,"[""Simulcast"",""Uncut""]","[""episode""]",1,ATJ,Show
BACK ARROW,BACK ARROW,BACK ARROW,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Fantasy"",""Action/Adventure"",""Sci Fi""]","[""Aniplex""]",/shows/back-arrow/,back-arrow,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1320566,"[""Uncut"",""Simulcast""]","[""episode""]",1,BKA,Show
BAYONETTA: Bloody Fate,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]",/shows/bayonetta-bloody-fate/,bayonetta-bloody-fate,2014,2014,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|R13""]",30787,"[""Uncut""]","[""movie""]",1,BAY,Show
BEM,BEM,BEM/BEM,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,true,true,"[""Fantasy"",""Psychological"",""Action/Adventure"",""Horror""]","[""TV Tokyo""]",/shows/bem/,bem,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""RTC|B15"",""OFLC|MA15+"",""FVLB|R15""]",911844,"[""Simulcast"",""Uncut""]","[""episode"",""movie""]",1,BEM,Show
BLOOD-C,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Production IG""]",/shows/blood-c/,blood-c,2011,2011,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",30896,"[""Uncut""]","[""episode"",""movie""]",1,BLC,Show
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense","BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense","BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense",true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Fantasy"",""Comedy"",""Action/Adventure"",""Sci Fi""]","[""Kadokawa""]",/shows/bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense/,bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense,2023,2023,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",1019573,"[""Uncut"",""Simulcast""]","[""episode""]",1,BOF,Show
BUILD-DIVIDE -#000000- CODE BLACK,BUILD-DIVIDE -#000000- CODE BLACK,BUILD-DIVIDE -#000000- CODE BLACK,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Aniplex""]",/shows/build-divide-000000-code-black/,build-divide-000000-code-black,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",2830028,"[""Simulcast""]","[""episode""]",1,BDV,Show
Baka & Test - Summon the Beasts -,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Fan Service""]","[""Media Factory""]",/shows/baka-test-summon-the-beasts-/,baka-test-summon-the-beasts-,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",39377,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,BAT,Show
Bakemonogatari,Bakemonogatari,Bakemonogatari,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,Sí,Sí,Sí,,true,true,,true,,,,,,"[""Psychological"",""Romance"",""Fan Service""]","[""Peppermint""]",/shows/bakemonogatari/,bakemonogatari,2009,2009,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1052392,"[""Uncut""]","[""episode""]",1,BMG,Show
Baldr Force Exe,Baldr Force EXE,Baldr Force EXE,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,false,false,false,true,true,"[""Action/Adventure"",""Sci Fi""]","[""Crei""]",/shows/baldr-force-exe/,baldr-force-exe,2006,2006,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP16""]",75246,"[""Uncut""]","[""ova""]",1,BFE,Show
Bamboo Blade,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Slice of Life"",""Comedy""]","[""d-rights, Inc.""]",/shows/bamboo-blade/,bamboo-blade,2007,2007,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",30608,"[""Uncut""]","[""episode""]",1,BAM,Show
Bananya,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy""]","[""TMS Entertainment""]",/shows/bananya/,bananya,2016,2016,"{""quality"":""HD"",""height"":1080}",TVG,"[""NCS|G"",""OFLC|G"",""TV-US|TV-G"",""CBSC|G"",""zw-movies|12"",""RTE|GA""]",1469810,"[""Uncut""]","[""episode""]",1,BAN,Show
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside","Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside","Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]",/shows/banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside/,banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2749067,"[""Simulcast""]","[""episode""]",1,BHP,Show
Barakamon,Barakamon,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,-,-,-,,false,,false,false,false,false,false,false,false,"[""Comedy"",""Slice of Life""]","[""Nippon Television Networks""]",/shows/barakamon/,barakamon,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",69547,"[""Simulcast"",""Uncut""]","[""episode""]",1,BKM,Show
Basilisk,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]",/shows/basilisk/,basilisk,2005,2005,"{""quality"":""HD"",""height"":1080}",TVMA,"[""OFLC|R18+"",""CBSC|18"",""RTE|MA"",""FVLB|R18"",""TV-US|TV-MA"",""zw-movies|18""]",49241,"[""Uncut""]","[""episode""]",1,BAS,Show
Basilisk: The Ouka Ninja Scrolls,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Drama""]","[""Kodansha""]",/shows/basilisk-the-ouka-ninja-scrolls/,basilisk-the-ouka-ninja-scrolls,2018,2018,"{""quality"":""HD"",""height"":1080}",,[],539748,"[""Simulcast"",""Uncut""]","[""episode""]",1,BON,Show
Battle Athletes Victory ReSTART!,Battle Athletes Victory ReSTART!,Battle Athletes Victory ReSTART!,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Starry Cube""]",/shows/battle-athletes-victory-restart/,battle-athletes-victory-restart,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1399945,"[""Simulcast""]","[""episode""]",1,BAD,Show
Ben-To,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Fan Service""]","[""Bull's Eye Inc.""]",/shows/ben-to/,ben-to,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",30637,"[""Uncut""]","[""episode""]",1,BEN,Show
Berserk,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""NBC Universal""]",/shows/berserk/,berserk,2016,2016,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|R16""]",316042,"[""Simulcast"",""Uncut""]","[""episode""]",1,BRK,Show
Big Windup!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Comedy"",""Action/Adventure""]","[""Kodansha""]",/shows/big-windup/,big-windup,2007,2007,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",32114,"[""Uncut""]","[""episode""]",1,BIG,Show
Bikini Warriors,Bikini Warriors,Bikini Warriors,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,,false,true,false,false,false,true,,"[""Fan Service"",""Comedy""]","[""YTV""]",/shows/bikini-warriors/,bikini-warriors,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""RTC|C"",""CRRBR|A16"",""OFLC|R18+"",""FVLB|R18""]",75022,"[""Uncut"",""Simulcast""]","[""episode""]",1,BKW,Show
Black Blood Brothers,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure"",""Fantasy""]","[""Toshiba Entertainment""]",/shows/black-blood-brothers/,black-blood-brothers,2006,2006,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",30659,"[""Uncut""]","[""episode""]",1,BBB,Show
Black Butler,Black Butler,Black Butler,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Drama"",""Psychological""]","[""Aniplex Inc""]",/shows/black-butler/,black-butler,2008,2008,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",21665,"[""Uncut"",""Simulcast""]","[""episode"",""ova"",""movie""]",1,BUT,Show
Black Cat,Black Cat,Black Cat,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Action/Adventure"",""Shounen""]","[""GDH GONZO DIGIMATION""]",/shows/black-cat/,black-cat,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B"",""OFLC|M"",""FVLB|M""]",88610,"[""Uncut""]","[""episode""]",1,BKC,Show
Black Clover,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""TV Tokyo""]",/shows/black-clover/,black-clover,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",519865,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,BCR,Show
Black Lagoon,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Drama""]","[""Geneon Entertainment""]",/shows/black-lagoon/,black-lagoon,2006,2006,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",21461,"[""Uncut""]","[""episode"",""ova""]",1,BKL,Show
Blassreiter,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]",/shows/blassreiter/,blassreiter,2008,2008,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",49061,"[""Uncut""]","[""episode""]",1,BLS,Show
BlazBlue: Alter Memory,BlazBlue: Alter Memory,BlazBlue: Alter Memory,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,true,false,"[""Action/Adventure"",""Fantasy""]","[""Showgate""]",/shows/blazblue-alter-memory/,blazblue-alter-memory,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""zw-movies|15"",""RTC|B15"",""CRRBR|A14"",""OFLC|MA15+"",""FVLB|M""]",60852,"[""Simulcast"",""Uncut""]","[""episode""]",1,BZB,Show
Bleach,Bleach,Bleach,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,[],"[""Viz""]",/shows/bleach/,bleach,2004,2004,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1406991,"[""Uncut""]","[""episode""]",1,BCH,Show
Blend-S,Blend-S,Blend-S,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,false,false,,false,,,,,,"[""Slice of Life"",""Comedy""]","[""Aniplex""]",/shows/blend-s/,blend-s,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1103514,"[""Uncut""]","[""episode""]",1,BDS,Show
Blessing of the Campanella,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Marvelous Entertainment""]",/shows/blessing-of-the-campanella/,blessing-of-the-campanella,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",108639,"[""Simulcast""]","[""episode""]",1,BLE,Show
Blood Blockade Battlefront,Blood Blockade Battlefront,Blood Blockade Battlefront,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,false,false,false,true,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Toho Co Ltd""]",/shows/blood-blockade-battlefront/,blood-blockade-battlefront,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CRRBR|A16"",""CBSC|18"",""RTE|MA"",""DJCTQ|16"",""TV-US|TV-MA"",""zw-movies|18"",""RTC|C"",""OFLC|MA15+"",""FVLB|R16""]",73585,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,BLO,Show
Blue Exorcist,Blue Exorcist,Blue Exorcist,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,Sí,Sí,Sí,-,-,-,,false,false,,false,,,,,,"[""Action/Adventure""]","[""Aniplex""]",/shows/blue-exorcist-the-movie/,blue-exorcist-the-movie,2012,2012,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1036022,"[""Uncut""]","[""episode"",""movie""]",1,BEX,Show
Blue Reflection Ray,Blue Reflection Ray,Blue Reflection Ray,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Fantasy"",""Action/Adventure"",""Drama""]","[""DMM""]",/shows/blue-reflection-ray/,blue-reflection-ray,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1399997,"[""Simulcast""]","[""episode""]",1,BRR,Show
Bokurano,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Sci Fi"",""Fantasy"",""Drama""]","[""Gonzo""]",/shows/bokurano/,bokurano,2007,2007,"{""quality"":""HD"",""height"":1080}",TV14,"[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS""]",1471854,"[""Uncut""]","[""episode""]",1,BKO,Show
Boogiepop Phantom,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Horror"",""Psychological""]","[""Right Stuf, Inc""]",/shows/boogiepop-phantom/,boogiepop-phantom,2000,2000,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",1006700,"[""Uncut""]","[""episode""]",1,BPP,Show
Boogiepop and Others,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,true,,"[""Horror"",""Psychological"",""Drama""]","[""Kadokawa""]",/shows/boogiepop-and-others/,boogiepop-and-others,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|R13""]",809999,"[""Uncut"",""Simulcast""]","[""episode""]",1,BGP,Show
Bottom-Tier Character Tomozaki,Bottom-Tier Character Tomozaki,Bottom-Tier Character Tomozaki,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Drama"",""Comedy""]","[""Asmik Ace""]",/shows/bottom-tier-character-tomozaki/,bottom-tier-character-tomozaki,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1315001,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,BTT,Show
Brave Witches,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,false,false,"[""Action/Adventure"",""Sci Fi"",""Fan Service"",""Fantasy"",""Comedy""]","[""Kadokawa Pictures""]",/shows/brave-witches/,brave-witches,2016,2016,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|M"",""FVLB|M""]",371485,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,BRW,Show
Brothers Conflict,Brother's Conflict,Brothers Conflict,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,false,false,"[""Romance"",""Shoujo""]","[""Showgate""]",/shows/brothers-conflict/,brothers-conflict,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",52681,"[""Uncut"",""Simulcast""]","[""episode""]",1,BRO,Show
Buddy Complex,Buddy Complex,Buddy Complex,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Sunrise Inc.""]",/shows/buddy-complex/,buddy-complex,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",18596,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,BUD,Show
Bungo Stray Dogs,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""Kadokawa""]",/shows/bungo-stray-dogs/,bungo-stray-dogs,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",537160,"[""Uncut"",""Simulcast""]","[""episode"",""ova"",""movie""]",1,BSD,Show
Bungo and Alchemist -Gears of Judgement-,Bungo and Alchemist -Gears of Judgement-,Bungo and Alchemist -Gears of Judgement-,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""TV Tokyo""]",/shows/bungo-and-alchemist-gears-of-judgement-/,bungo-and-alchemist-gears-of-judgement-,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1073056,"[""Simulcast"",""Uncut""]","[""episode""]",1,BUA,Show
